,observation,fips,year,price,pop,pop16,cpi,ndi,sales,pimin,state,adjusted_price,adjusted_min_price,adjusted_ndi,ndi_by_100
676,677,26,1979,52.2,4867.0,3739.9,72.6,7398.1347484,140.2,43.4,MI,1.72731669421,1.4361215427,24480.6928294,244.806928294
677,678,26,1980,57.3,4917.0,3764.0,82.4,7856.9255507,142.1,46.3,MI,1.67057315534,1.34986975728,22906.7520218,229.067520218
678,679,26,1981,59.9,4941.0,3788.1,90.9,8681.8974112,140.5,49.4,MI,1.58307331133,1.3055729813,22945.0418754,229.450418754
679,680,26,1982,64.7,4951.0,3797.8,96.5,9133.2368548,139.7,56.3,MI,1.6107014715,1.40158412435,22737.1221663,227.371221663
680,681,26,1983,74.8,4970.0,3817.1,99.6,9800.6657019,134.1,66.4,MI,1.80418200803,1.60157333333,23639.2843932,236.392843932
681,682,26,1984,84.8,5008.0,3850.8,103.9,10675.668114,130.0,75.4,MI,1.96073270452,1.74338733397,24684.1174691,246.841174691
682,683,26,1985,93.7,5034.0,3881.6,107.6,11363.322078,129.2,79.3,MI,2.09201795539,1.77051252788,25370.6230737,253.706230737
683,684,26,1986,101.9,5064.0,3914.4,109.6,11942.3991,128.8,85.4,MI,2.23358105839,1.87191189781,26176.95429,261.7695429
684,685,26,1987,108.5,5103.0,3952.0,113.6,12519.347162,128.7,90.5,MI,2.29450757042,1.91385193662,26475.333493,264.75333493
685,686,26,1988,114.6,5141.0,3984.0,118.3,13240.0,127.4,94.4,MI,2.32722278952,1.917014235,26886.93694,268.8693694
686,687,26,1989,118.9,5159.0,3998.0,124.0,14008.0,122.8,103.8,MI,2.30355325806,2.01100780645,27138.9184516,271.389184516
687,688,26,1990,129.1,5180.3,4014.5,130.7,14956.0,119.1,115.6,MI,2.37295084927,2.12481114002,27490.2036419,274.902036419
688,689,26,1991,132.5,5221.8,4031.8,136.2,15331.0,119.9,120.5,MI,2.33709765051,2.12543597651,27041.5427019,270.415427019
689,690,26,1992,153.1,5257.2,4062.4,140.3,16742.0,122.3,135.8,MI,2.62153468282,2.32530640057,28667.3635923,286.673635923
690,691,27,1963,30.5,701.0,461.6,30.6,2079.7832302,118.9,26.2,MN,2.39450915033,2.05692261438,16328.0654931,163.280654931
691,692,27,1964,30.8,703.0,465.5,31.0,2136.7210488,112.8,26.2,MN,2.38686090323,2.03038167742,16558.6231574,165.586231574
692,693,27,1965,31.0,703.0,467.4,31.5,2292.0060087,118.0,26.1,MN,2.36422730159,1.99052685714,17480.074778,174.80074778
693,694,27,1966,30.9,703.0,471.2,32.4,2446.2557356,114.9,26.5,MN,2.29113962963,1.96489320988,18138.2312623,181.382312623
694,695,27,1967,31.3,699.0,472.2,33.4,2514.581118,118.0,27.4,MN,2.25131341317,1.97079832335,18086.6140558,180.866140558
695,696,27,1968,32.4,696.0,475.1,34.8,2639.844319,116.1,32.0,MN,2.23668,2.20906666667,18223.7252822,182.237252822
696,697,27,1969,32.6,694.0,471.2,36.7,2789.9531136,117.4,31.9,MN,2.13397645777,2.08815487738,18262.8658365,182.628658365
697,698,27,1970,34.0,694.0,482.8,38.8,3091.2059359,111.2,33.8,MN,2.10516082474,2.09277752577,19139.6636396,191.396636396
698,699,27,1971,34.7,710.0,501.1,40.5,3224.7510015,115.6,33.6,MN,2.05831832099,1.99306903704,19128.4267061,191.284267061
699,700,27,1972,40.1,718.0,511.7,41.8,3686.464949,122.2,33.7,MN,2.30465636364,1.93683090909,21187.1194614,211.871194614
700,701,27,1973,40.9,726.0,523.3,44.4,4281.7239621,119.9,34.4,MN,2.21298477477,1.86128792793,23167.2125621,231.672125621
701,702,27,1974,41.8,735.0,534.8,49.3,4548.8140932,121.9,35.8,MN,2.03688941176,1.74451294118,22166.1034989,221.661034989
702,703,27,1975,43.7,747.0,548.3,53.8,4888.370539,123.7,38.6,MN,1.95135933086,1.7236263197,21828.3008328,218.283008328
703,704,27,1976,45.3,756.0,559.9,56.9,5151.3197378,124.9,42.5,MN,1.91259943761,1.79438137083,21749.252171,217.49252171
704,705,27,1977,47.6,768.0,572.4,60.6,5470.1715222,127.0,43.4,MN,1.88700224422,1.7205020462,21685.3486107,216.853486107
705,706,27,1978,51.9,780.0,584.9,65.2,6344.9434632,127.2,49.8,MN,1.91230803681,1.83493141104,23378.5864697,233.785864697
706,707,27,1979,53.7,786.0,591.7,72.6,6767.3185543,120.3,51.7,MN,1.7769522314,1.71077151515,22393.2994519,223.932994519
707,708,27,1980,56.7,787.0,590.7,82.4,7466.100874,122.0,55.3,MN,1.65308024272,1.6122634466,21767.3083685,217.673083685
708,709,27,1981,60.4,793.0,593.6,90.9,8322.2386198,121.1,55.9,MN,1.59628761276,1.47735889989,21994.5139391,219.945139391
709,710,27,1982,65.7,801.0,599.4,96.5,8779.8116351,122.4,64.3,MN,1.63559639378,1.60074350259,21857.2728287,218.572728287
710,711,27,1983,77.2,817.0,611.0,99.6,8956.8364894,113.7,71.0,MN,1.8620702008,1.71252570281,21603.9615549,216.039615549
711,712,27,1984,91.3,824.0,616.7,103.9,9446.5017298,110.1,81.7,MN,2.11102471607,1.88905497594,21842.0576474,218.420576474
712,713,27,1985,95.5,825.0,618.7,107.6,9765.3535142,103.6,87.4,MN,2.13220613383,1.95135933086,21802.8760858,218.028760858
713,714,27,1986,102.0,817.0,614.8,109.6,10476.558631,97.8,97.8,MN,2.2357729927,2.14371175182,22963.9282781,229.639282781
714,715,27,1987,106.2,809.0,610.0,113.6,10846.136835,91.7,102.7,MN,2.24586823944,2.1718518662,22936.9060624,229.369060624
715,716,27,1988,115.3,805.0,608.0,118.3,11371.0,87.1,112.9,MN,2.34143793745,2.2927002874,23091.4924429,230.914924429
716,717,27,1989,123.0,806.0,610.0,124.0,12390.0,86.2,118.6,MN,2.38298612903,2.29774109677,24004.226129,240.04226129
717,718,27,1990,140.4,805.0,609.2,130.7,13318.0,84.7,129.5,MN,2.58065297628,2.38030313695,24479.4418363,244.794418363
718,719,27,1991,143.6,814.1,618.4,136.2,14079.0,82.9,127.0,MN,2.53288469897,2.24008604993,24833.2059031,248.332059031
719,720,27,1992,163.5,830.2,632.6,140.3,15490.0,86.6,155.1,MN,2.79961411262,2.65578072701,26523.5612259,265.235612259
720,721,28,1963,25.8,1468.0,1002.9,30.6,2055.0955137,118.5,25.8,MS,2.02551921569,2.02551921569,16134.2459421,161.342459421
721,722,28,1964,27.5,1471.0,1005.8,31.0,2135.9252291,106.3,25.6,MS,2.13112580645,1.9838843871,16552.4559141,165.524559141
722,723,28,1965,27.6,1459.0,1001.0,31.5,2395.5906898,110.5,26.1,MS,2.10492495238,1.99052685714,18270.0674589,182.700674589
723,724,28,1966,29.6,1442.0,993.2,32.4,2588.5716353,106.1,26.2,MS,2.19474864198,1.9426491358,19193.4597339,191.934597339
724,725,28,1967,31.4,1443.0,1000.0,33.4,2670.4117221,110.0,27.4,MS,2.25850610778,1.97079832335,19207.4560021,192.074560021
725,726,28,1968,33.2,1453.0,1016.5,34.8,2801.7600096,109.5,29.2,MS,2.29190666667,2.01577333333,19341.4832663,193.414832663
726,727,28,1969,32.9,1449.0,1018.4,36.7,3106.8921852,108.4,29.9,MS,2.15361427793,1.95723607629,20337.5300001,203.375300001
727,728,28,1970,33.9,1483.0,1059.1,38.8,3295.831645,108.1,34.1,MS,2.09896917526,2.11135247423,20406.6343059,204.066343059
728,729,28,1971,34.7,1505.0,1084.3,40.5,3540.341534,108.6,34.4,MS,2.05831832099,2.04052306173,21000.4318213,210.004318213
729,730,28,1972,41.1,1520.0,1104.7,41.8,3919.2308249,104.9,34.4,MS,2.36212909091,1.97706181818,22524.8884318,225.248884318
730,731,28,1973,41.2,1531.0,1123.1,44.4,4689.133864,106.6,34.4,MS,2.22921693694,1.86128792793,25371.5937602,253.715937602
731,732,28,1974,42.0,1541.0,1141.5,49.3,4679.0301495,110.5,35.8,MS,2.04663529412,1.74451294118,22800.6386814,228.006386814
732,733,28,1975,44.6,1546.0,1155.0,53.8,5349.9167873,114.1,38.6,MS,1.99154750929,1.7236263197,23889.2678311,238.892678311
733,734,28,1976,46.8,1555.0,1171.5,56.9,5448.9331886,118.1,42.6,MS,1.97593054482,1.79860344464,23005.7981282,230.057981282
734,735,28,1977,48.1,1561.0,1184.1,60.6,5813.6772793,117.7,43.4,MS,1.90682369637,1.7205020462,23047.1051959,230.471051959
735,736,28,1978,53.6,1569.0,1197.7,65.2,6579.5388326,117.4,49.8,MS,1.97494625767,1.83493141104,24242.9768557,242.429768557
736,737,28,1979,55.4,1574.0,1205.4,72.6,7449.4686445,116.1,51.7,MS,1.83320584022,1.71077151515,24650.55853,246.5055853
737,738,28,1980,59.5,1570.0,1194.8,82.4,7640.4288471,116.3,55.3,MS,1.73471383495,1.6122634466,22275.5590353,222.755590353
738,739,28,1981,60.9,1577.0,1199.6,90.9,8947.8494935,117.0,55.9,MS,1.60950191419,1.47735889989,23647.9160717,236.479160717
739,740,28,1982,69.7,1586.0,1205.4,96.5,9097.384467,117.1,64.3,MS,1.7351760829,1.60074350259,22647.8679255,226.478679255
740,741,28,1983,83.7,1597.0,1212.2,99.6,9525.7819585,110.8,71.0,MS,2.01885072289,1.71252570281,22976.2625962,229.762625962
741,742,28,1984,94.8,1606.0,1220.9,103.9,10599.806802,107.7,81.7,MS,2.19195118383,1.88905497594,24508.7120971,245.087120971
742,743,28,1985,95.8,1604.0,1221.9,107.6,11166.625181,105.1,87.4,MS,2.13890416357,1.95135933086,24931.4625184,249.314625184
743,744,28,1986,104.0,1598.0,1220.0,109.6,11542.483357,103.1,97.8,MS,2.27961167883,2.14371175182,25300.3652532,253.003652532
744,745,28,1987,113.7,1594.0,1219.0,113.6,11983.005306,101.3,102.7,MS,2.40447475352,2.1718518662,25341.1026645,253.411026645
745,746,28,1988,123.3,1602.0,1227.0,118.3,12567.0,92.9,112.9,MS,2.50389677092,2.2927002874,25520.2520034,255.202520034
746,747,28,1989,139.3,1611.0,1232.0,124.0,13268.0,93.8,118.6,MS,2.69878022581,2.29774109677,25705.252,257.05252
747,748,28,1990,143.4,1614.1,1234.3,130.7,15153.0,89.9,129.1,MS,2.63579513389,2.37295084927,27852.3038103,278.523038103
748,749,28,1991,152.2,1629.4,1244.7,136.2,15466.0,92.4,127.0,MS,2.68457556535,2.24008604993,27279.6620852,272.796620852
749,750,28,1992,169.5,1642.7,1255.1,140.3,16992.0,90.6,153.1,MS,2.90235224519,2.62153468282,29095.4391447,290.954391447
750,751,29,1963,29.9,391.0,263.2,30.6,2836.8368237,212.7,23.9,MO,2.34740405229,1.8763530719,22271.5794503,222.715794503
751,752,29,1964,29.5,418.0,280.6,31.0,2919.3030105,206.3,24.0,MO,2.28611677419,1.8598916129,22623.2799365,226.232799365
752,753,29,1965,29.7,434.0,289.3,31.5,3016.0633362,192.7,24.2,MO,2.26508228571,1.84562260317,23002.1267186,230.021267186
753,754,29,1966,29.9,435.0,287.3,32.4,3160.1042757,184.0,25.5,MO,2.21699271605,1.8907462963,23431.1978635,234.311978635
754,755,29,1967,30.2,436.0,287.3,33.4,3332.7334933,175.8,26.0,MO,2.17219377246,1.8701005988,23971.3342364,239.713342364
755,756,29,1968,32.8,449.0,296.0,34.8,3639.507708,189.7,31.3,MO,2.26429333333,2.16074333333,25124.7348776,251.247348776
756,757,29,1969,33.3,457.0,302.8,36.7,3897.9017597,198.6,31.9,MO,2.17979803815,2.08815487738,25515.4312573,255.154312573
757,758,29,1970,38.9,488.0,341.3,38.8,4377.305192,189.5,33.8,MO,2.40855164948,2.09277752577,27102.7394357,271.027394357
758,759,29,1971,44.0,514.0,361.6,40.5,4597.2150233,190.5,33.6,MO,2.60997135802,1.99306903704,27269.5444034,272.695444034
759,760,29,1972,40.6,535.0,380.9,41.8,4786.3374782,198.6,33.7,MO,2.33339272727,1.93683090909,27508.386852,275.08386852
760,761,29,1973,40.3,551.0,395.3,44.4,5256.9445172,201.5,36.3,MO,2.18052045045,1.96409162162,28443.8586269,284.438586269
761,762,29,1974,41.9,573.0,414.6,49.3,5525.2345113,204.7,37.8,MO,2.04176235294,1.84197176471,26924.1427598,269.241427598
762,763,29,1975,44.5,590.0,431.0,53.8,6103.5973677,205.2,40.3,MO,1.98708215613,1.79953732342,27254.7177923,272.547177923
763,764,29,1976,44.9,610.0,450.3,56.9,6572.0053083,201.4,42.5,MO,1.89571114236,1.79438137083,27747.4915157,277.474915157
764,765,29,1977,49.3,634.0,472.5,60.6,7269.1194735,190.8,44.7,MO,1.95439518152,1.77203782178,28816.9007564,288.169007564
765,766,29,1978,54.3,666.0,500.4,65.2,8207.034904,187.0,49.5,MO,2.00073846626,1.82387760736,30239.6508773,302.396508773
766,767,29,1979,57.1,702.0,530.3,72.6,9016.3030832,183.3,53.7,MO,1.88945944904,1.7769522314,29835.2698002,298.352698002
767,768,29,1980,63.1,799.0,616.2,82.4,9886.046466,177.7,56.4,MO,1.83967131068,1.64433378641,28822.6245001,288.226245001
768,769,29,1981,63.3,845.0,651.8,90.9,10682.120055,171.9,59.2,MO,1.67293056106,1.56457328933,28231.3508639,282.313508639
769,770,29,1982,71.6,881.0,680.8,96.5,10913.025378,165.1,67.6,MO,1.78247643523,1.68289674611,27167.8918623,271.678918623
770,771,29,1983,81.9,891.0,689.4,99.6,11571.655323,159.2,76.5,MO,1.97543457831,1.84518614458,27910.9255841,279.109255841
771,772,29,1984,99.8,911.0,706.8,103.9,12056.556501,136.6,88.5,MO,2.30756042348,2.04628354187,27876.9865984,278.769865984
772,773,29,1985,109.3,940.0,729.0,107.6,12701.991856,146.7,97.6,MO,2.44031550186,2.17909234201,28359.4397353,283.594397353
773,774,29,1986,106.6,967.0,751.1,109.6,13280.354712,142.6,99.9,MO,2.3366019708,2.18974237226,29109.6650966,291.096650966
774,775,29,1987,114.0,1007.0,782.0,113.6,13991.763016,147.7,103.9,MO,2.41081901408,2.19722890845,29589.1301049,295.891301049
775,776,29,1988,129.6,1054.0,816.0,118.3,15121.0,141.9,113.5,MO,2.63183310228,2.30488469992,30706.750262,307.06750262
776,777,29,1989,145.6,1111.0,860.0,124.0,16295.0,137.9,125.6,MO,2.8208356129,2.43335819355,31569.7227419,315.697227419
777,778,29,1990,173.7,1174.5,909.2,130.7,16142.0,137.3,130.2,MO,3.19273092578,2.3931696404,29670.1569396,296.701569396
778,779,29,1991,186.3,1254.6,965.6,136.2,16382.0,115.5,144.4,MO,3.28604748899,2.54699547724,28895.3461968,288.953461968
779,780,29,1992,193.8,1296.7,993.9,140.3,17711.0,110.0,165.7,MO,3.31844168211,2.83728476123,30326.5844334,303.265844334
780,781,30,1963,24.2,646.0,446.2,30.6,2320.244472,221.4,26.7,MT,1.89990562092,2.09617686275,18215.8905548,182.158905548
781,782,30,1964,24.7,659.0,454.9,31.0,2487.4187594,223.9,26.8,MT,1.91413845161,2.07687896774,19276.3720349,192.763720349
782,783,30,1965,24.7,673.0,465.5,31.5,2632.1535451,233.8,27.2,MT,1.88375530159,2.07441879365,20074.2234622,200.742234622
783,784,30,1966,25.9,676.0,468.4,32.4,2845.3288109,287.6,29.6,MT,1.92040506173,2.19474864198,21097.2349449,210.972349449
784,785,30,1967,26.5,691.0,480.0,33.4,3025.9667993,297.9,30.3,MT,1.90606407186,2.17938646707,21764.8550897,217.648550897
785,786,30,1968,29.9,703.0,489.6,34.8,3259.3376166,264.0,32.0,MT,2.06409666667,2.20906666667,22500.2940133,225.002940133
786,787,30,1969,29.9,717.0,505.0,36.7,3493.830409,248.5,33.4,MT,1.95723607629,2.1863439782,22870.4044179,228.704044179
787,788,30,1970,31.4,737.0,517.6,38.8,3659.8827213,265.7,37.7,MT,1.94417793814,2.33425185567,22660.7109648,226.607109648
788,789,30,1971,34.1,759.0,537.8,40.5,3880.9118127,278.0,38.8,MT,2.02272780247,2.30152019753,23020.6106231,230.206106231
789,790,30,1972,36.1,775.0,554.2,41.8,4114.28263,296.2,40.0,MT,2.07476545455,2.29890909091,23645.9043517,236.459043517
790,791,30,1973,36.9,793.0,571.5,44.4,4600.097841,279.0,39.8,MT,1.99655594595,2.15346684685,24889.8447056,248.898447056
791,792,30,1974,37.9,805.0,586.9,49.3,4961.3738178,269.8,41.3,MT,1.84684470588,2.01252470588,24176.4827686,241.764827686
792,793,30,1975,40.8,815.0,599.5,53.8,5317.0399191,269.1,41.8,MT,1.82186408922,1.86651762082,23742.4610038,237.424610038
793,794,30,1976,43.9,829.0,615.9,56.9,5830.9045072,290.5,47.1,MT,1.85349040422,1.98859676626,24618.5092301,246.185092301
794,795,30,1977,45.0,850.0,638.0,60.6,6362.7206966,278.8,47.0,MT,1.78393069307,1.86321650165,25223.6727602,252.236727602
795,796,30,1978,49.7,869.0,658.3,65.2,7041.5156219,269.6,52.5,MT,1.83124680982,1.93441564417,25945.1771003,259.451771003
796,797,30,1979,53.2,887.0,676.6,72.6,7863.9233579,254.6,54.5,MT,1.76040705234,1.80342451791,26022.0040194,260.220040194
797,798,30,1980,55.3,921.0,702.6,82.4,8721.1123214,247.8,58.9,MT,1.6122634466,1.71722092233,25426.2759666,254.262759666
798,799,30,1981,58.4,936.0,719.0,90.9,9604.1067119,245.4,61.0,MT,1.54343040704,1.61214477448,25382.3122117,253.823122117
799,800,30,1982,67.0,951.0,733.4,96.5,10404.074946,239.8,66.8,MT,1.66795979275,1.66298080829,25900.8637174,259.008637174
800,801,30,1983,74.7,959.0,742.1,99.6,11282.581436,232.9,77.0,MT,1.80177,1.85724618474,27213.6770468,272.136770468
801,802,30,1984,90.5,977.0,760.4,103.9,12609.87796,215.1,90.6,MT,2.09252723773,2.09483942252,29156.3680616,291.563680616
802,803,30,1985,89.2,998.0,778.7,107.6,13589.362207,201.1,95.5,MT,1.99154750929,2.13220613383,30340.6507357,303.406507357
803,804,30,1986,100.0,1027.0,802.8,109.6,14550.894854,195.9,104.9,MT,2.19193430657,2.29933908759,31894.6056218,318.946056218
804,805,30,1987,102.0,1057.0,825.0,113.6,15902.874829,195.1,113.8,MT,2.15704859155,2.40658950704,33630.6605407,336.306605407
805,806,30,1988,113.5,1085.0,843.0,118.3,17201.0,180.4,123.7,MT,2.30488469992,2.5120197126,34930.6799324,349.306799324
806,807,30,1989,125.9,1107.0,858.0,124.0,17829.0,172.9,129.7,MT,2.43917035484,2.51279106452,34541.6745484,345.416745484
807,808,30,1990,135.9,1111.0,861.1,130.7,18475.0,152.4,143.7,MT,2.49793973986,2.64130934966,33958.3787299,339.583787299
808,809,30,1991,153.9,1107.0,855.1,136.2,18710.0,144.8,150.1,MT,2.71456096916,2.64753477239,33001.5826725,330.015826725
809,810,30,1992,164.4,1113.0,965.5,140.3,20889.0,143.7,168.0,MT,2.8150248325,2.87666771205,35768.2808553,357.682808553
810,811,31,1963,28.8,6542.0,4606.4,30.6,2856.5116817,141.4,26.2,NE,2.26104470588,2.05692261438,22426.0438028,224.260438028
811,812,31,1964,30.0,6680.0,4702.4,31.0,3057.5661578,135.6,26.9,NE,2.32486451613,2.08462851613,23694.7568866,236.947568866
812,813,31,1965,30.0,6781.0,4773.3,31.5,3219.0689336,138.0,26.5,NE,2.28796190476,2.02103301587,24550.3569629,245.503569629
813,814,31,1966,30.1,6911.0,4877.1,32.4,3436.6032848,144.9,29.8,NE,2.23182209877,2.20957802469,25481.3526768,254.813526768
814,815,31,1967,34.2,6981.0,4945.0,33.4,3633.2631275,131.1,30.1,NE,2.45990155689,2.16500107784,26132.9521167,261.329521167
815,816,31,1968,34.5,7070.0,5037.2,34.8,3909.0263706,130.2,32.0,NE,2.38165,2.20906666667,26985.312045,269.85312045
816,817,31,1969,38.6,7148.0,5163.3,36.7,4139.7446218,121.2,32.2,NE,2.52673286104,2.10779269755,27098.5201352,270.985201352
817,818,31,1970,41.0,7168.0,5153.6,38.8,4505.5978487,120.7,38.4,NE,2.53857628866,2.37759340206,27897.0825974,278.970825974
818,819,31,1971,41.7,7273.0,5275.8,40.5,4830.8007171,125.1,41.3,NE,2.47354103704,2.44981402469,28655.1170635,286.551170635
819,820,31,1972,42.1,7322.0,5359.2,41.8,5094.4787185,128.4,42.7,NE,2.41960181818,2.45408545455,29279.3585985,292.793585985
820,821,31,1973,48.9,7316.0,5402.9,44.4,5593.2696044,120.2,44.0,NE,2.64584243243,2.38071711712,30263.6197451,302.636197451
821,822,31,1974,50.2,7312.0,5450.4,49.3,6039.3248901,121.4,44.2,NE,2.44621647059,2.15384,29429.2749351,294.292749351
822,823,31,1975,52.8,7313.0,5503.8,53.8,6568.8782096,122.3,45.9,NE,2.3577064684,2.04959710037,29332.3610699,293.323610699
823,824,31,1976,53.6,7312.0,5554.3,56.9,7036.906662,122.4,50.1,NE,2.26303156415,2.11525898067,29710.3393471,297.103393471
824,825,31,1977,56.9,7306.0,5596.9,60.6,7551.0787647,122.8,51.7,NE,2.25568125413,2.04953815182,29934.6692758,299.346692758
825,826,31,1978,61.9,7316.0,5649.3,65.2,8326.7315522,123.9,57.4,NE,2.28076815951,2.11496110429,30680.6852941,306.806852941
826,827,31,1979,63.5,7332.0,5702.7,72.6,9119.962873,123.8,60.0,NE,2.10123774105,1.9854214876,30178.283757,301.78283757
827,828,31,1980,66.4,7364.0,6708.8,82.4,10118.643303,124.3,61.3,NE,1.9358823301,1.78719257282,29500.757191,295.00757191
828,829,31,1981,68.7,7404.0,5804.6,90.9,11177.749942,127.9,64.8,NE,1.8156450165,1.71257346535,29541.2314089,295.412314089
829,830,31,1982,76.2,7438.0,5852.1,96.5,12130.286722,126.3,69.8,NE,1.89699307772,1.73766557513,30198.2545176,301.982545176
830,831,31,1983,92.1,7468.0,5898.7,99.6,13182.801411,121.3,81.7,NE,2.22145939759,1.97061056225,31797.0228893,317.970228893
831,832,31,1984,101.1,7515.0,5957.8,103.9,14383.634976,117.8,91.1,NE,2.33761882579,2.10640034649,33257.6220606,332.576220606
832,833,31,1985,104.7,7568.0,6014.1,107.6,15321.889197,116.9,98.7,NE,2.33761237918,2.20365178439,34208.8231704,342.088231704
833,834,31,1986,114.5,7625.0,6075.2,109.6,16133.79771,115.5,104.9,NE,2.50976478102,2.29933908759,35364.2246958,353.642246958
834,835,31,1987,119.6,7672.0,6083.0,113.6,17317.052741,111.6,110.0,NE,2.52924521127,2.32622887324,36621.2982596,366.212982596
835,836,31,1988,131.8,7721.0,6119.0,118.3,18998.0,107.8,112.3,NE,2.67650928149,2.28051587489,38579.9114793,385.799114793
836,837,31,1989,139.5,7736.0,6112.0,124.0,20218.0,103.0,122.8,NE,2.702655,2.37911135484,39170.0923226,391.700923226
837,838,31,1990,149.3,7740.0,6115.2,130.7,21328.0,98.6,133.7,NE,2.7442413772,2.45750215761,39202.3979189,392.023979189
838,839,31,1991,180.4,7770.0,6100.2,136.2,21884.0,86.7,143.2,NE,3.18198049927,2.52582930984,38600.0339501,386.000339501
839,840,31,1992,191.1,7799.1,6104.2,140.3,23074.0,86.6,174.7,NE,3.27220952245,2.99139196009,39509.6611832,395.096611832
840,841,32,1963,30.1,990.0,609.3,30.6,1834.6917869,92.5,23.9,NV,2.36310575163,1.8763530719,14403.8894156,144.038894156
841,842,32,1964,30.2,1008.0,621.9,31.0,1931.0340497,89.9,24.0,NV,2.3403636129,1.8598916129,14964.6418053,149.646418053
842,843,32,1965,30.2,1014.0,629.6,31.5,2031.5651065,96.3,24.2,NV,2.30321498413,1.84562260317,15493.8119024,154.938119024
843,844,32,1966,30.4,1009.0,628.6,32.4,2156.181729,96.5,29.6,NV,2.25406617284,2.19474864198,15987.4220323,159.874220323
844,845,32,1967,31.5,1002.0,629.6,33.4,2254.6183888,95.5,29.2,NV,2.2656988024,2.10026682635,16216.7815345,162.167815345
845,846,32,1968,33.7,994.0,632.5,34.8,2433.6893337,99.9,31.2,NV,2.32642333333,2.15384,16800.5687003,168.005687003
846,847,32,1969,37.9,994.0,619.0,36.7,2563.5419488,87.0,33.3,NV,2.48091128065,2.17979803815,16780.791924,167.80791924
847,848,32,1970,39.7,1016.0,675.9,38.8,2785.5480326,90.0,34.6,NV,2.45808484536,2.14231072165,17247.1370402,172.471370402
848,849,32,1971,41.7,1050.0,708.7,40.5,3026.4036895,92.6,36.6,NV,2.47354103704,2.17102162963,17951.8794259,179.518794259
849,850,32,1972,41.1,1073.0,732.8,41.8,3286.1089196,99.3,37.2,NV,2.36212909091,2.13798545455,18886.1641725,188.861641725
850,851,32,1973,41.8,1097.0,758.8,44.4,3605.5044647,98.9,36.5,NV,2.26168126126,1.97491306306,19508.3777158,195.083777158
851,852,32,1974,43.7,1120.0,782.9,49.3,3928.0416053,100.3,37.8,NV,2.12947529412,1.84197176471,19141.1156814,191.411156814
852,853,32,1975,46.3,1146.0,810.9,53.8,4432.7912864,103.1,40.5,NV,2.06745851301,1.80846802974,19793.9785777,197.939785777
853,854,32,1976,49.5,1172.0,837.9,56.9,4847.4818958,102.4,43.4,NV,2.08992653779,1.83238003515,20466.4263747,204.664263747
854,855,32,1977,51.6,1195.0,862.9,60.6,5266.3612992,102.4,44.7,NV,2.04557386139,1.77203782178,20877.3856943,208.773856943
855,856,32,1978,56.0,1215.0,882.2,65.2,5920.860367,103.1,49.5,NV,2.06337668712,1.82387760736,21816.0093731,218.160093731
856,857,32,1979,57.6,1241.0,905.3,72.6,6555.4626631,101.0,53.7,NV,1.9060046281,1.7769522314,21692.2607208,216.922607208
857,858,32,1980,62.6,1303.0,951.6,82.4,7168.0737906,102.7,57.2,NV,1.8250938835,1.6676576699,20898.4147471,208.984147471
858,859,32,1981,63.0,1328.0,971.9,90.9,7683.2954568,103.0,62.7,NV,1.6650019802,1.65707339934,20305.8764286,203.058764286
859,860,32,1982,69.4,1359.0,994.0,96.5,8046.6733392,97.5,68.1,NV,1.72770760622,1.69534420725,20032.130739,200.32130739
860,861,32,1983,79.6,1399.0,1023.9,99.6,8546.1870278,96.3,80.5,NV,1.91995839357,1.94166646586,20613.4717551,206.134717551
861,862,32,1984,90.2,1424.0,1042.3,103.9,8896.9985281,88.9,92.8,NV,2.08559068335,2.14570748797,20571.5047006,205.715047006
862,863,32,1985,97.5,1450.0,1061.5,107.6,9619.565499,88.0,95.1,NV,2.17685966543,2.12327542751,21477.3785987,214.773785987
863,864,32,1986,101.2,1479.0,1085.6,109.6,9889.7427142,88.2,103.5,NV,2.21823751825,2.2686520073,21677.6663384,216.776663384
864,865,32,1987,110.2,1500.0,1103.0,113.6,10162.014326,82.3,108.6,NV,2.33045838028,2.29662232394,21490.1555776,214.901555776
865,866,32,1988,113.7,1507.0,1105.0,118.3,10672.0,77.7,113.5,NV,2.30894617075,2.30488469992,21672.0083855,216.720083855
866,867,32,1989,127.2,1528.0,1120.0,124.0,11302.0,74.4,125.6,NV,2.4643563871,2.43335819355,21896.3489677,218.963489677
867,868,32,1990,133.6,1539.2,1128.2,130.7,12398.0,70.8,130.2,NV,2.45566408569,2.3931696404,22788.4156695,227.884156695
868,869,32,1991,146.9,1572.7,1150.5,136.2,12961.0,69.9,149.1,NV,2.59109165932,2.62989629956,22861.2246402,228.612246402
869,870,32,1992,165.4,1606.2,1174.8,140.3,13709.0,71.4,165.7,NV,2.8321478546,2.83728476123,23473.9509907,234.739509907
870,871,33,1963,26.2,17691.0,12524.7,30.6,2636.631396,146.9,26.8,NH,2.05692261438,2.10402771242,20699.7967336,206.997967336
871,872,33,1964,26.9,17894.0,12652.7,31.0,2827.2060243,141.2,27.8,NH,2.08462851613,2.15437445161,21909.5698856,219.095698856
872,873,33,1965,26.5,18106.0,12803.7,31.5,2964.3778722,138.5,28.1,NH,2.02103301587,2.14305765079,22607.9454764,226.079454764
873,874,33,1966,34.6,17968.0,12708.5,32.4,3141.340027,122.4,29.8,NH,2.56548320988,2.20957802469,23292.0667508,232.920667508
